Item,Name,URL,Price,Date
"nvidia 3060","MSI GeForce RTX 3060 Gaming X Trio Overclocked Graphics Card 12GB GDDR6 PCI Express 4.0 TORX Fan 4.0 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/Mytrix_HDMI Cable","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A05180081MIB8APGY7KAL&url=%2FOverclocked-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09JYC957H%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dnvidia%2B3060%26qid%3D1636390499%26sr%3D8-1-spons%26psc%3D1&qualifier=1636390499&id=2686167357797428&widgetName=sp_atf","$1","149.99","Mon Nov 08 11:55:03 EST 2021"
"nvidia 3060","Dell XPS 8940 Premium Business Desktop Computer I 11th Gen Intel 6-Core i5-11400 (> i7-9700) I 24GB DDR4 512GB SSD 1TB HDD I Intel UHD Graphics 730 USB-C WiFi6 Win10 Black","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0995823366L9ZPZMW618&url=%2FDell-Business-Computer-i5-11400-Graphics%2Fdp%2FB0978SG69G%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dnvidia%2B3060%26qid%3D1636390499%26sr%3D8-2-spons%26psc%3D1&qualifier=1636390499&id=2686167357797428&widgetName=sp_atf","$1","069.00","Mon Nov 08 11:55:03 EST 2021"
"nvidia 3060","ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Gaming Graphics Card"," IceStorm 2.0 Cooling"," Active Fan Control"," Freeze Fan Stop ZT-A30600H-10M","/ZOTAC-GeForce-Graphics-IceStorm-ZT-A30600H-10M/dp/B08W8DGK3X/ref=sr_1_3?keywords=nvidia+3060&qid=1636390499&sr=8-3","$769.99","Mon Nov 08 11:55:03 EST 2021"
"nvidia 3070","MSI GeForce RTX 3060 Gaming X Trio Overclocked Graphics Card 12GB GDDR6 PCI Express 4.0 TORX Fan 4.0 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz)","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0517852OYRW3UKUDN0Q&url=%2FOverclocked-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09JYTBGGY%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dnvidia%2B3070%26qid%3D1636390504%26sr%3D8-1-spons%26psc%3D1&qualifier=1636390504&id=59988332809135&widgetName=sp_atf","$1","149.99","Mon Nov 08 11:55:05 EST 2021"
"nvidia 3070","MSI GeForce RTX 3060 Gaming X Trio Overclocked Graphics Card 12GB GDDR6 PCI Express 4.0 TORX Fan 4.0 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/Mytrix_HDMI Cable","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A05180081MIB8APGY7KAL&url=%2FOverclocked-Graphics-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09JYC957H%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dnvidia%2B3070%26qid%3D1636390504%26sr%3D8-2-spons%26psc%3D1&qualifier=1636390504&id=59988332809135&widgetName=sp_atf","$1","149.99","Mon Nov 08 11:55:06 EST 2021"
"nvidia 3070","ZOTAC Gaming GeForce RTX 3070 Twin Edge OC Low Hash Rate 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card"," IceStorm 2.0 Advanced Cooling"," White LED Logo Lighting"," ZT-A30700H-10PLHR","/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30700H-10PLHR/dp/B097YY2NL2/ref=sr_1_3?keywords=nvidia+3070&qid=1636390504&sr=8-3","$1","142.19","Mon Nov 08 11:55:06 EST 2021"
"nvidia 3080","MSI GeForce RTX 3070 SUPRIM X LHR Graphics Card 8GB GDDR6 PCIe 4.0 Triple-Fan TRI FROZR 2S TORX Fan 4.0 Ampere Architecture 1x HDMI 2.1 3X DisplayPort 1.4a w/Mytrix_HDMI Cable","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0480444TRT1OXVGUX0O&url=%2FGraphics-Triple-Fan-Architecture-DisplayPort-Mytrix_HDMI%2Fdp%2FB09JY9NWQY%2Fref%3Dsr_1_1_sspa%3Fkeywords%3Dnvidia%2B3080%26qid%3D1636390508%26sr%3D8-1-spons%26psc%3D1&qualifier=1636390508&id=6741874550461888&widgetName=sp_atf","$1","249.99","Mon Nov 08 11:55:10 EST 2021"
"nvidia 3080","ROG Strix GT15 Liquid Cool Gaming Desktop"," GeForce RTX 3080 10GB"," Core i7-11700KF Octa-Core"," 16GB RAM 3200MHz"," 1TB NVMe SSD+1TB HDD"," RGB"," USB-C"," Wi-Fi 6"," HDMI/DP"," RJ-45"," Peripherals"," Win 10","/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A08784463B9AZOBJQBLV6&url=%2FROG-Strix-i7-11700KF-Octa-Core-Peripherals%2Fdp%2FB09L59VFG9%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Dnvidia%2B3080%26qid%3D1636390508%26sr%3D8-2-spons%26psc%3D1&qualifier=1636390508&id=6741874550461888&widgetName=sp_atf","$2","669.99","Mon Nov 08 11:55:10 EST 2021"
"nvidia 3080","ASUS TUF Gaming NVIDIA TUF RTX 3080 O10G V2 Gaming Graphics Card (PCIe 4.0"," 10GB GDDR6X"," LHR"," HDMI 2.1"," DisplayPort 1.4a"," Dual Ball Fan Bearings"," Axial-tech Fan"," GPU Tweak II) _HDMI Cable(4K@60Hz)","/Gaming-Graphics-DisplayPort-Bearings-Axial-tech/dp/B09JJL81GT/ref=sr_1_3?keywords=nvidia+3080&qid=1636390508&sr=8-3","$1","799.00","Mon Nov 08 11:55:10 EST 2021"
